Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
723           723           +228.991      +743.331      +302.455      +50.6087      -1618.66      -313.855      +1325.39      -1932.52      -607.132      
724           724           +232.773      +699.181      +297.051      +33.408       -1698.49      -309.996      +1262.41      -2008.49      -746.073      
725           725           +228.599      +736.387      +322.918      +35.5941      -1694.29      -324.635      +1323.5       -2018.92      -695.423      
726           726           +247.472      +703.342      +316.928      +43.0151      -1675.59      -275.224      +1310.76      -1950.82      -640.061      
727           727           +252.037      +721.922      +305.289      +39.3629      -1683.22      -332.54       +1318.61      -2015.76      -697.145      
728           728           +203.154      +722.125      +304.42       +41.291       -1695.59      -295.534      +1270.99      -1991.13      -720.135      
729           729           +237.214      +733.144      +317.781      +39.3715      -1710.54      -305.453      +1327.51      -2016         -688.487      
730           730           +233.88       +717.306      +297.188      +46.8569      -1699.75      -294.933      +1295.23      -1994.69      -699.455      
731           731           +238.405      +710.902      +301.462      +37.5036      -1677.77      -315.476      +1288.27      -1993.25      -704.975      
732           732           +226.365      +739.22       +292.319      +44.7065      -1705.31      -291.925      +1302.61      -1997.23      -694.622      
733           733           +231.869      +726.285      +306.19       +43.7209      -1680.77      -314.507      +1308.06      -1995.28      -687.216      
734           734           +242.924      +681.748      +314.007      +42.2879      -1646.43      -305.613      +1280.97      -1952.05      -671.079      
735           735           +225.691      +719.345      +306.357      +49.5407      -1626.5       -291.48       +1300.93      -1917.98      -617.049      
736           736           +226.657      +730.672      +312.737      +42.9683      -1678.82      -298.343      +1313.04      -1977.16      -664.127      
737           737           +228.245      +714.636      +307.509      +46.8555      -1674         -291.607      +1297.25      -1965.61      -668.363      
738           738           +239.301      +701.509      +305.746      +40.4413      -1670.53      -292.328      +1287         -1962.86      -675.858      
739           739           +210.274      +692.24       +321.816      +40.1232      -1648.81      -284.679      +1264.45      -1933.49      -669.033      
740           740           +235.064      +723.768      +298.071      +46.6243      -1677.18      -302.389      +1303.53      -1979.57      -676.042      
741           741           +247.724      +687.916      +309.981      +42.3327      -1673.79      -325.176      +1287.95      -1998.96      -711.008      
742           742           +219.753      +759.497      +308.219      +37.9944      -1680.68      -306.24       +1325.46      -1986.92      -661.455      
743           743           +264.876      +730.464      +314.56       +41.2822      -1683.35      -293.583      +1351.18      -1976.94      -625.755      
744           744           +229.823      +717.912      +307.163      +43.1368      -1640.76      -289.202      +1298.03      -1929.96      -631.926      
745           745           +238.009      +738.593      +305.605      +44.5885      -1648.65      -296.023      +1326.8       -1944.67      -617.878      
746           746           +234.806      +716.499      +301.974      +43.2858      -1683.95      -289.543      +1296.56      -1973.5       -676.933      
747           747           +239.709      +722.563      +318.883      +48.2659      -1685.52      -295.011      +1329.42      -1980.53      -651.113      
748           748           +246.773      +738.432      +301.389      +50.2137      -1688.54      -302.853      +1336.81      -1991.39      -654.584      
749           749           +216.912      +708.957      +311.957      +44.3771      -1693.46      -279.362      +1282.2       -1972.82      -690.616      
750           750           +246.957      +765.159      +308.198      +38.5681      -1715.67      -315.169      +1358.88      -2030.84      -671.956      
751           751           +235.262      +716.478      +317.696      +44.0097      -1682.37      -314.007      +1313.45      -1996.38      -682.93       
752           752           +235.703      +722.739      +312.728      +43.284       -1693.05      -294.503      +1314.45      -1987.56      -673.102      
753           753           +217.579      +737.018      +315.241      +40.204       -1681.09      -317.741      +1310.04      -1998.83      -688.788      
754           754           +225.378      +735.348      +308.167      +42.6773      -1662.08      -314.88       +1311.57      -1976.96      -665.394      
